Text,President
,Bush2
"In America's ideal of freedom, the exercise of rights is ennobled by service, and mercy, and a heart for the weak. Liberty for all does not mean independence from one another. Our nation relies on men and women who look after a neighbor and surround the lost with love. Americans, at our best, value the life we see in one another, and must always remember that even the unwanted have worth. And our country must abandon all the habits of racism, because we cannot carry the message of freedom and the baggage of bigotry at the same time.",Bush2
,Bush2
"From the perspective of a single day, including this day of dedication, the issues and questions before our country are many. From the viewpoint of centuries, the questions that come to us are narrowed and few. Did our generation advance the cause of freedom? And did our character bring credit to that cause?",Bush2
,Bush2
"These questions that judge us also unite us, because Americans of every party and background, Americans by choice and by birth, are bound to one another in the cause of freedom. We have known divisions, which must be healed to move forward in great purposes - and I will strive in good faith to heal them. Yet those divisions do not define America. We felt the unity and fellowship of our nation when freedom came under attack, and our response came like a single hand over a single heart. And we can feel that same unity and pride whenever America acts for good, and the victims of disaster are given hope, and the unjust encounter justice, and the captives are set free.",Bush2
,Bush2
"We go forward with complete confidence in the eventual triumph of freedom. Not because history runs on the wheels of inevitability; it is human choices that move events. Not because we consider ourselves a chosen nation; God moves and chooses as He wills. We have confidence because freedom is the permanent hope of mankind, the hunger in dark places, the longing of the soul. When our Founders declared a new order of the ages; when soldiers died in wave upon wave for a union based on liberty; when citizens marched in peaceful outrage under the banner ""Freedom Now"" - they were acting on an ancient hope that is meant to be fulfilled. History has an ebb and flow of justice, but history also has a visible direction, set by liberty and the Author of Liberty.",Bush2
,Bush2
"When the Declaration of Independence was first read in public and the Liberty Bell was sounded in celebration, a witness said, ""It rang as if it meant something."" In our time it means something still. America, in this young century, proclaims liberty throughout all the world, and to all the inhabitants thereof. Renewed in our strength - tested, but not weary - we are ready for the greatest achievements in the history of freedom.",Bush2
,Bush2
"May God bless you, and may He watch over the United States of America.",Bush2
"President Clinton, distinguished guests and my fellow citizens, the peaceful transfer of authority is rare in history, yet common in our country. With a simple oath, we affirm old traditions and make new beginnings.",Bush1
,Bush1
"As I begin, I thank President Clinton for his service to our nation.",Bush1
,Bush1
And I thank Vice President Gore for a contest conducted with spirit and ended with grace.,Bush1
,Bush1
"I am honored and humbled to stand here, where so many of America's leaders have come before me, and so many will follow.",Bush1
,Bush1
"We have a place, all of us, in a long story--a story we continue, but whose end we will not see. It is the story of a new world that became a friend and liberator of the old, a story of a slave-holding society that became a servant of freedom, the story of a power that went into the world to protect but not possess, to defend but not to conquer.",Bush1
,Bush1
"It is the American story--a story of flawed and fallible people, united across the generations by grand and enduring ideals.",Bush1
,Bush1
"The grandest of these ideals is an unfolding American promise that everyone belongs, that everyone deserves a chance, that no insignificant person was ever born.",Bush1
,Bush1
"Americans are called to enact this promise in our lives and in our laws. And though our nation has sometimes halted, and sometimes delayed, we must follow no other course.",Bush1
,Bush1
"Through much of the last century, America's faith in freedom and democracy was a rock in a raging sea. Now it is a seed upon the wind, taking root in many nations.",Bush1
,Bush1
"Our democratic faith is more than the creed of our country, it is the inborn hope of our humanity, an ideal we carry but do not own, a trust we bear and pass along. And even after nearly 225 years, we have a long way yet to travel.",Bush1
,Bush1
"While many of our citizens prosper, others doubt the promise, even the justice, of our own country. The ambitions of some Americans are limited by failing schools and hidden prejudice and the circumstances of their birth. And sometimes our differences run so deep, it seems we share a continent, but not a country.",Bush1
,Bush1
"We do not accept this, and we will not allow it. Our unity, our union, is the serious work of leaders and citizens in every generation. And this is my solemn pledge: I will work to build a single nation of justice and opportunity.",Bush1
,Bush1
I know this is in our reach because we are guided by a power larger than ourselves who creates us equal in His image.,Bush1
,Bush1
And we are confident in principles that unite and lead us onward.,Bush1
,Bush1
"America has never been united by blood or birth or soil. We are bound by ideals that move us beyond our backgrounds, lift us above our interests and teach us what it means to be citizens. Every child must be taught these principles. Every citizen must uphold them. And every immigrant, by embracing these ideals, makes our country more, not less, American.",Bush1
,Bush1
"Today, we affirm a new commitment to live out our nation's promise through civility, courage, compassion and character.",Bush1
,Bush1
"America, at its best, matches a commitment to principle with a concern for civility. A civil society demands from each of us good will and respect, fair dealing and forgiveness.",Bush1
,Bush1
"Some seem to believe that our politics can afford to be petty because, in a time of peace, the stakes of our debates appear small.",Bush1
,Bush1
"But the stakes for America are never small. If our country does not lead the cause of freedom, it will not be led. If we do not turn the hearts of children toward knowledge and character, we will lose their gifts and undermine their idealism. If we permit our economy to drift and decline, the vulnerable will suffer most.",Bush1
,Bush1
"We must live up to the calling we share. Civility is not a tactic or a sentiment. It is the determined choice of trust over cynicism, of community over chaos. And this commitment, if we keep it, is a way to shared accomplishment.",Bush1
,Bush1
"America, at its best, is also courageous.",Bush1
,Bush1
"Our national courage has been clear in times of depression and war, when defending common dangers defined our common good. Now we must choose if the example of our fathers and mothers will inspire us or condemn us. We must show courage in a time of blessing by confronting problems instead of passing them on to future generations.",Bush1
,Bush1
"Together, we will reclaim America's schools, before ignorance and apathy claim more young lives.",Bush1
,Bush1
"We will reform Social Security and Medicare, sparing our children from struggles we have the power to prevent. And we will reduce taxes, to recover the momentum of our economy and reward the effort and enterprise of working Americans.",Bush1
,Bush1
"We will build our defenses beyond challenge, lest weakness invite challenge.",Bush1
,Bush1
"We will confront weapons of mass destruction, so that a new century is spared new horrors.",Bush1
,Bush1
"The enemies of liberty and our country should make no mistake: America remains engaged in the world by history and by choice, shaping a balance of power that favors freedom. We will defend our allies and our interests. We will show purpose without arrogance. We will meet aggression and bad faith with resolve and strength. And to all nations, we will speak for the values that gave our nation birth.",Bush1
,Bush1
"America, at its best, is compassionate. In the quiet of American conscience, we know that deep, persistent poverty is unworthy of our nation's promise.",Bush1
,Bush1
"And whatever our views of its cause, we can agree that children at risk are not at fault. Abandonment and abuse are not acts of God, they are failures of love.",Bush1
,Bush1
"And the proliferation of prisons, however necessary, is no substitute for hope and order in our souls.",Bush1
,Bush1
"Where there is suffering, there is duty. Americans in need are not strangers, they are citizens, not problems, but priorities. And all of us are diminished when any are hopeless.",Bush1
,Bush1
"Government has great responsibilities for public safety and public health, for civil rights and common schools. Yet compassion is the work of a nation, not just a government.",Bush1
,Bush1
"And some needs and hurts are so deep they will only respond to a mentor's touch or a pastor's prayer. Church and charity, synagogue and mosque lend our communities their humanity, and they will have an honored place in our plans and in our laws.",Bush1
,Bush1
"Many in our country do not know the pain of poverty, but we can listen to those who do.",Bush1
,Bush1
"And I can pledge our nation to a goal: When we see that wounded traveler on the road to Jericho, we will not pass to the other side.",Bush1
,Bush1
"America, at its best, is a place where personal responsibility is valued and expected.",Bush1
,Bush1
"Encouraging responsibility is not a search for scapegoats, it is a call to conscience. And though it requires sacrifice, it brings a deeper fulfillment. We find the fullness of life not only in options, but in commitments. And we find that children and community are the commitments that set us free.",Bush1
,Bush1
"Our public interest depends on private character, on civic duty and family bonds and basic fairness, on uncounted, unhonored acts of decency which give direction to our freedom.",Bush1
,Bush1
"Sometimes in life we are called to do great things. But as a saint of our times has said, every day we are called to do small things with great love. The most important tasks of a democracy are done by everyone.",Bush1
,Bush1
"I will live and lead by these principles: to advance my convictions with civility, to pursue the public interest with courage, to speak for greater justice and compassion, to call for responsibility and try to live it as well.",Bush1
,Bush1
"In all these ways, I will bring the values of our history to the care of our times.",Bush1
,Bush1
"What you do is as important as anything government does. I ask you to seek a common good beyond your comfort; to defend needed reforms against easy attacks; to serve your nation, beginning with your neighbor. I ask you to be citizens: citizens, not spectators; citizens, not subjects; responsible citizens, building communities of service and a nation of character.",Bush1
,Bush1
"Americans are generous and strong and decent, not because we believe in ourselves, but because we hold beliefs beyond ourselves. When this spirit of citizenship is missing, no government program can replace it. When this spirit is present, no wrong can stand against it.",Bush1
,Bush1
"After the Declaration of Independence was signed, Virginia statesman John Page wrote to Thomas Jefferson: ``We know the race is not to the swift nor the battle to the strong. Do you not think an angel rides in the whirlwind and directs this storm?''",Bush1
,Bush1
Much time has passed since Jefferson arrived for his inauguration. The years and changes accumulate. But the themes of this day he would know: our nation's grand story of courage and its simple dream of dignity.,Bush1
,Bush1
"We are not this story's author, who fills time and eternity with his purpose. Yet his purpose is achieved in our duty, and our duty is fulfilled in service to one another.",Bush1
,Bush1
"Never tiring, never yielding, never finishing, we renew that purpose today, to make our country more just and generous, to affirm the dignity of our lives and every life.",Bush1
,Bush1
This work continues. This story goes on. And an angel still rides in the whirlwind and directs this storm.,Bush1
,Bush1
"God bless you all, and God bless America.",Bush1
My fellow citizens :,Clinton2
,Clinton2
"At this last presidential inauguration of the 20th century, let us lift our eyes toward the challenges that await us in the next century. It is our great good fortune that time and chance have put us not only at the edge of a new century, in a new millennium, but on the edge of a bright new prospect in human affairs, a moment that will define our course, and our character, for decades to come. We must keep our old democracy forever young. Guided by the ancient vision of a promised land, let us set our sights upon a land of new promise.",Clinton2
,Clinton2
"The promise of America was born in the 18th century out of the bold conviction that we are all created equal. It was extended and preserved in the 19th century, when our nation spread across the continent, saved the union, and abolished the awful scourge of slavery.",Clinton2
,Clinton2
"Then, in turmoil and triumph, that promise exploded onto the world stage to make this the American Century.",Clinton2
,Clinton2
"And what a century it has been. America became the world's mightiest industrial power; saved the world from tyranny in two world wars and a long cold war; and time and again, reached out across the globe to millions who, like us, longed for the blessings of liberty.",Clinton2
,Clinton2
"Along the way, Americans produced a great middle class and security in old age; built unrivaled centers of learning and opened public schools to all; split the atom and explored the heavens; invented the computer and the microchip; and deepened the wellspring of justice by making a revolution in civil rights for African Americans and all minorities, and extending the circle of citizenship, opportunity and dignity to women.",Clinton2
,Clinton2
"Now, for the third time, a new century is upon us, and another time to choose. We began the 19th century with a choice, to spread our nation from coast to coast. We began the 20th century with a choice, to harness the Industrial Revolution to our values of free enterprise, conservation, and human decency. Those choices made all the difference.",Clinton2
,Clinton2
"At the dawn of the 21st century a free people must now choose to shape the forces of the Information Age and the global society, to unleash the limitless potential of all our people, and, yes, to form a more perfect union.",Clinton2
,Clinton2
"When last we gathered, our march to this new future seemed less certain than it does today. We vowed then to set a clear course to renew our nation.",Clinton2
,Clinton2
"In these four years, we have been touched by tragedy, exhilarated by challenge, strengthened by achievement. America stands alone as the world's indispensable nation. Once again, our economy is the strongest on Earth. Once again, we are building stronger families, thriving communities, better educational opportunities, a cleaner environment. Problems that once seemed destined to deepen now bend to our efforts: our streets are safer and record numbers of our fellow citizens have moved from welfare to work.",Clinton2
,Clinton2
"And once again, we have resolved for our time a great debate over the role of government. Today we can declare: Government is not the problem, and government is not the solution. We,- the American people, we are the solution. Our founders understood that well and gave us a democracy strong enough to endure for centuries, flexible enough to face our common challenges and advance our common dreams in each new day.",Clinton2
,Clinton2
"As times change, so government must change. We need a new government for a new century - humble enough not to try to solve all our problems for us, but strong enough to give us the tools to solve our problems for ourselves; a government that is smaller, lives within its means, and does more with less. Yet where it can stand up for our values and interests in the world, and where it can give Americans the power to make a real difference in their everyday lives, government should do more, not less. The preeminent mission of our new government is to give all Americans an opportunity,- not a guarantee, but a real opportunity to build better lives.",Clinton2
,Clinton2
"Beyond that, my fellow citizens, the future is up to us. Our founders taught us that the preservation of our liberty and our union depends upon responsible citizenship. And we need a new sense of responsibility for a new century. There is work to do, work that government alone cannot do: teaching children to read; hiring people off welfare rolls; coming out from behind locked doors and shuttered windows to help reclaim our streets from drugs and gangs and crime; taking time out of our own lives to serve others.",Clinton2
,Clinton2
"Each and every one of us, in our own way, must assume personal responsibility, not only for ourselves and our families, but for our neighbors and our nation. Our greatest responsibility is to embrace a new spirit of community for a new century. For any one of us to succeed, we must succeed as one America.",Clinton2
,Clinton2
"The challenge of our past remains the challenge of our future, will we be one nation, one people, with one common destiny, or not? Will we all come together, or come apart?",Clinton2
,Clinton2
"The divide of race has been America's constant curse. And each new wave of immigrants gives new targets to old prejudices. Prejudice and contempt, cloaked in the pretense of religious or political conviction are no different. These forces have nearly destroyed our nation in the past. They plague us still. They fuel the fanaticism of terror. And they torment the lives of millions in fractured nations all around the world.",Clinton2
,Clinton2
"These obsessions cripple both those who hate and, of course, those who are hated, robbing both of what they might become. We cannot, we will not, succumb to the dark impulses that lurk in the far regions of the soul everywhere. We shall overcome them. And we shall replace them with the generous spirit of a people who feel at home with one another.",Clinton2
,Clinton2
"Our rich texture of racial, religious and political diversity will be a Godsend in the 21st century. Great rewards will come to those who can live together, learn together, work together, forge new ties that bind together.",Clinton2
,Clinton2
"As this new era approaches we can already see its broad outlines. Ten years ago, the Internet was the mystical province of physicists; today, it is a commonplace encyclopedia for millions of schoolchildren. Scientists now are decoding the blueprint of human life. Cures for our most feared illnesses seem close at hand.",Clinton2
,Clinton2
"The world is no longer divided into two hostile camps. Instead, now we are building bonds with nations that once were our adversaries. Growing connections of commerce and culture give us a chance to lift the fortunes and spirits of people the world over. And for the very first time in all of history, more people on this planet live under democracy than dictatorship.",Clinton2
,Clinton2
"My fellow Americans, as we look back at this remarkable century, we may ask, can we hope not just to follow, but even to surpass the achievements of the 20th century in America and to avoid the awful bloodshed that stained its legacy? To that question, every American here and every American in our land today must answer a resounding ""Yes.""",Clinton2
,Clinton2
"This is the heart of our task. With a new vision of government, a new sense of responsibility, a new spirit of community, we will sustain America's journey. The promise we sought in a new land we will find again in a land of new promise.",Clinton2
,Clinton2
"In this new land, education will be every citizen's most prized possession. Our schools will have the highest standards in the world, igniting the spark of possibility in the eyes of every girl and every boy. And the doors of higher education will be open to all. The knowledge and power of the Information Age will be within reach not just of the few, but of every classroom, every library, every child. Parents and children will have time not only to work, but to read and play together. And the plans they make at their kitchen table will be those of a better home, a better job, the certain chance to go to college.",Clinton2
,Clinton2
"Our streets will echo again with the laughter of our children, because no one will try to shoot them or sell them drugs anymore. Everyone who can work, will work, with today's permanent under class part of tomorrow's growing middle class. New miracles of medicine at last will reach not only those who can claim care now, but the children and hardworking families too long denied.",Clinton2
,Clinton2
"We will stand mighty for peace and freedom, and maintain a strong defense against terror and destruction. Our children will sleep free from the threat of nuclear, chemical or biological weapons. Ports and airports, farms and factories will thrive with trade and innovation and ideas. And the world's greatest democracy will lead a whole world of democracies.",Clinton2
,Clinton2
"Our land of new promise will be a nation that meets its obligations, a nation that balances its budget, but never loses the balance of its values. A nation where our grandparents have secure retirement and health care, and their grandchildren know we have made the reforms necessary to sustain those benefits for their time. A nation that fortifies the world's most productive economy even as it protects the great natural bounty of our water, air, and majestic land.",Clinton2
,Clinton2
"And in this land of new promise, we will have reformed our politics so that the voice of the people will always speak louder than the din of narrow interests, regaining the participation and deserving the trust of all Americans.",Clinton2
,Clinton2
"Fellow citizens, let us build that America, a nation ever moving forward toward realizing the full potential of all its citizens. Prosperity and power, yes, they are important, and we must maintain them. But let us never forget: The greatest progress we have made, and the greatest progress we have yet to make, is in the human heart. In the end, all the world's wealth and a thousand armies are no match for the strength and decency of the human spirit.",Clinton2
,Clinton2
"Thirty-four years ago, the man whose life we celebrate today spoke to us down there, at the other end of this Mall, in words that moved the conscience of a nation. Like a prophet of old, he told of his dream that one day America would rise up and treat all its citizens as equals before the law and in the heart. Martin Luther King's dream was the American Dream. His quest is our quest: the ceaseless striving to live out our true creed. Our history has been built on such dreams and labors. And by our dreams and labors we will redeem the promise of America in the 21st century.",Clinton2
,Clinton2
"To that effort I pledge all my strength and every power of my office. I ask the members of Congress here to join in that pledge. The American people returned to office a President of one party and a Congress of another. Surely, they did not do this to advance the politics of petty bickering and extreme partisanship they plainly deplore. No, they call on us instead to be repairers of the breach, and to move on with America's mission.",Clinton2
,Clinton2
"America demands and deserves big things from us,- and nothing big ever came from being small. Let us remember the timeless wisdom of Cardinal Bernardin, when facing the end of his own life. He said, ""It is wrong to waste the precious gift of time, on acrimony and division.""",Clinton2
,Clinton2
"Fellow citizens, we must not waste the precious gift of this time. For all of us are on that same journey of our lives, and our journey, too, will come to an end. But the journey of our America must go on.",Clinton2
,Clinton2
"And so, my fellow Americans, we must be strong, for there is much to dare. The demands of our time are great and they are different. Let us meet them with faith and courage, with patience and a grateful and happy heart. Let us shape the hope of this day into the noblest chapter in our history. Yes, let us build our bridge. A bridge wide enough and strong enough for every American to cross over to a blessed land of new promise.",Clinton2
,Clinton2
"May those generations whose faces we cannot yet see, whose names we may never know, say of us here that we led our beloved land into a new century with the American Dream alive for all her children; with the American promise of a more perfect union a reality for all her people; with America's bright flame of freedom spreading throughout all the world.",Clinton2
,Clinton2
"From the height of this place and the summit of this century, let us go forth. May God strengthen our hands for the good work ahead, and always, always bless our America.",Clinton2
My fellow citizens :,Clinton1
,Clinton1
Today we celebrate the mystery of American renewal.,Clinton1
,Clinton1
"This ceremony is held in the depth of winter. But, by the words we speak and the faces we show the world, we force the spring. A spring reborn in the world's oldest democracy, that brings forth the vision and courage to reinvent America.",Clinton1
,Clinton1
"When our founders boldly declared America's independence to the world and our purposes to the Almighty, they knew that America, to endure, would have to change. Not change for change's sake, but change to preserve America's ideals; life, liberty, the pursuit of happiness. Though we march to the music of our time, our mission is timeless. Each generation of Americans must define what it means to be an American.",Clinton1
,Clinton1
"On behalf of our nation, I salute my predecessor, President Bush, for his half-century of service to America. And I thank the millions of men and women whose steadfastness and sacrifice triumphed over Depression, fascism and Communism.",Clinton1
,Clinton1
"Today, a generation raised in the shadows of the Cold War assumes new responsibilities in a world warmed by the sunshine of freedom but threatened still by ancient hatreds and new plagues.",Clinton1
,Clinton1
"Raised in unrivaled prosperity, we inherit an economy that is still the world's strongest, but is weakened by business failures, stagnant wages, increasing inequality, and deep divisions among our people.",Clinton1
,Clinton1
"When George Washington first took the oath I have just sworn to uphold, news traveled slowly across the land by horseback and across the ocean by boat. Now, the sights and sounds of this ceremony are broadcast instantaneously to billions around the world.",Clinton1
,Clinton1
Communications and commerce are global; investment is mobile; technology is almost magical; and ambition for a better life is now universal. We earn our livelihood in peaceful competition with people all across the earth.,Clinton1
,Clinton1
"Profound and powerful forces are shaking and remaking our world, and the urgent question of our time is whether we can make change our friend and not our enemy.",Clinton1
,Clinton1
"This new world has already enriched the lives of millions of Americans who are able to compete and win in it. But when most people are working harder for less; when others cannot work at all; when the cost of health care devastates families and threatens to bankrupt many of our enterprises, great and small; when fear of crime robs law-abiding citizens of their freedom; and when millions of poor children cannot even imagine the lives we are calling them to lead, we have not made change our friend.",Clinton1
,Clinton1
"We know we have to face hard truths and take strong steps. But we have not done so. Instead, we have drifted, and that drifting has eroded our resources, fractured our economy, and shaken our confidence.",Clinton1
,Clinton1
"Though our challenges are fearsome, so are our strengths. And Americans have ever been a restless, questing, hopeful people. We must bring to our task today the vision and will of those who came before us.",Clinton1
,Clinton1
"From our revolution, the Civil War, to the Great Depression to the civil rights movement, our people have always mustered the determination to construct from these crises the pillars of our history.",Clinton1
,Clinton1
"Thomas Jefferson believed that to preserve the very foundations of our nation, we would need dramatic change from time to time. Well, my fellow citizens, this is our time. Let us embrace it.",Clinton1
,Clinton1
Our democracy must be not only the envy of the world but the engine of our own renewal. There is nothing wrong with America that cannot be cured by what is right with America.,Clinton1
,Clinton1
"And so today, we pledge an end to the era of deadlock and drift; a new season of American renewal has begun. To renew America, we must be bold. We must do what no generation has had to do before. We must invest more in our own people, in their jobs, in their future, and at the same time cut our massive debt. And we must do so in a world in which we must compete for every opportunity. It will not be easy; it will require sacrifice. But it can be done, and done fairly, not choosing sacrifice for its own sake, but for our own sake. We must provide for our nation the way a family provides for its children.",Clinton1
,Clinton1
"Our Founders saw themselves in the light of posterity. We can do no less. Anyone who has ever watched a child's eyes wander into sleep knows what posterity is. Posterity is the world to come; the world for whom we hold our ideals, from whom we have borrowed our planet, and to whom we bear sacred responsibility. We must do what America does best: offer more opportunity to all and demand responsibility from all.",Clinton1
,Clinton1
"It is time to break the bad habit of expecting something for nothing, from our government or from each other. Let us all take more responsibility, not only for ourselves and our families but for our communities and our country. To renew America, we must revitalize our democracy.",Clinton1
,Clinton1
"This beautiful capital, like every capital since the dawn of civilization, is often a place of intrigue and calculation. Powerful people maneuver for position and worry endlessly about who is in and who is out, who is up and who is down, forgetting those people whose toil and sweat sends us here and pays our way.",Clinton1
,Clinton1
"Americans deserve better, and in this city today, there are people who want to do better. And so I say to all of us here, let us resolve to reform our politics, so that power and privilege no longer shout down the voice of the people. Let us put aside personal advantage so that we can feel the pain and see the promise of America. Let us resolve to make our government a place for what Franklin Roosevelt called ""bold, persistent experimentation,"" a government for our tomorrows, not our yesterdays. Let us give this capital back to the people to whom it belongs.",Clinton1
,Clinton1
"To renew America, we must meet challenges abroad as well at home. There is no longer division between what is foreign and what is domestic; the world economy, the world environment, the world AIDS crisis, the world arms race; they affect us all.",Clinton1
,Clinton1
"Today, as an old order passes, the new world is more free but less stable. Communism's collapse has called forth old animosities and new dangers. Clearly America must continue to lead the world we did so much to make.",Clinton1
,Clinton1
"While America rebuilds at home, we will not shrink from the challenges, nor fail to seize the opportunities, of this new world. Together with our friends and allies, we will work to shape change, lest it engulf us.",Clinton1
,Clinton1
"When our vital interests are challenged, or the will and conscience of the international community is defied, we will act; with peaceful diplomacy when ever possible, with force when necessary. The brave Americans serving our nation today in the Persian Gulf, in Somalia, and wherever else they stand are testament to our resolve.",Clinton1
,Clinton1
"But our greatest strength is the power of our ideas, which are still new in many lands. Across the world, we see them embraced, and we rejoice. Our hopes, our hearts, our hands, are with those on every continent who are building democracy and freedom. Their cause is America's cause.",Clinton1
,Clinton1
"The American people have summoned the change we celebrate today. You have raised your voices in an unmistakable chorus. You have cast your votes in historic numbers. And you have changed the face of Congress, the presidency and the political process itself. Yes, you, my fellow Americans have forced the spring. Now, we must do the work the season demands.",Clinton1
,Clinton1
"To that work I now turn, with all the authority of my office. I ask the Congress to join with me. But no president, no Congress, no government, can undertake this mission alone. My fellow Americans, you, too, must play your part in our renewal. I challenge a new generation of young Americans to a season of service; to act on your idealism by helping troubled children, keeping company with those in need, reconnecting our torn communities. There is so much to be done; enough indeed for millions of others who are still young in spirit to give of themselves in service, too.",Clinton1
,Clinton1
"In serving, we recognize a simple but powerful truth, we need each other. And we must care for one another. Today, we do more than celebrate America; we rededicate ourselves to the very idea of America.",Clinton1
,Clinton1
"An idea born in revolution and renewed through two centuries of challenge. An idea tempered by the knowledge that, but for fate we, the fortunate and the unfortunate, might have been each other. An idea ennobled by the faith that our nation can summon from its myriad diversity the deepest measure of unity. An idea infused with the conviction that America's long heroic journey must go forever upward.",Clinton1
,Clinton1
"And so, my fellow Americans, at the edge of the 21st century, let us begin with energy and hope, with faith and discipline, and let us work until our work is done. The scripture says, ""And let us not be weary in well-doing, for in due season, we shall reap, if we faint not.""",Clinton1
,Clinton1
"From this joyful mountaintop of celebration, we hear a call to service in the valley. We have heard the trumpets. We have changed the guard. And now, each in our way, and with God's help, we must answer the call.",Clinton1
,Clinton1
"Thank you, and God bless you all.",Clinton1
"Mr. Chief Justice, Mr. President, Vice President Quayle, Senator Mitchell, Speaker Wright, Senator Dole, Congressman Michel, and fellow citizens, neighbors, and friends:",HW Bush
,HW Bush
"There is a man here who has earned a lasting place in our hearts and in our history. President Reagan, on behalf of our Nation, I thank you for the wonderful things that you have done for America.",HW Bush
,HW Bush
"I have just repeated word for word the oath taken by George Washington 200 years ago, and the Bible on which I placed my hand is the Bible on which he placed his. It is right that the memory of Washington be with us today, not only because this is our Bicentennial Inauguration, but because Washington remains the Father of our Country. And he would, I think, be gladdened by this day; for today is the concrete expression of a stunning fact: our continuity these 200 years since our government began.",HW Bush
,HW Bush
"We meet on democracy's front porch, a good place to talk as neighbors and as friends. For this is a day when our nation is made whole, when our differences, for a moment, are suspended.",HW Bush
,HW Bush
And my first act as President is a prayer. I ask you to bow your heads:,HW Bush
,HW Bush
"Heavenly Father, we bow our heads and thank You for Your love. Accept our thanks for the peace that yields this day and the shared faith that makes its continuance likely. Make us strong to do Your work, willing to heed and hear Your will, and write on our hearts these words: ""Use power to help people."" For we are given power not to advance our own purposes, nor to make a great show in the world, nor a name. There is but one just use of power, and it is to serve people. Help us to remember it, Lord. Amen.",HW Bush
,HW Bush
"I come before you and assume the Presidency at a moment rich with promise. We live in a peaceful, prosperous time, but we can make it better. For a new breeze is blowing, and a world refreshed by freedom seems reborn; for in man's heart, if not in fact, the day of the dictator is over. The totalitarian era is passing, its old ideas blown away like leaves from an ancient, lifeless tree. A new breeze is blowing, and a nation refreshed by freedom stands ready to push on. There is new ground to be broken, and new action to be taken. There are times when the future seems thick as a fog; you sit and wait, hoping the mists will lift and reveal the right path. But this is a time when the future seems a door you can walk right through into a room called tomorrow.",HW Bush
,HW Bush
Great nations of the world are moving toward democracy through the door to freedom. Men and women of the world move toward free markets through the door to prosperity. The people of the world agitate for free expression and free thought through the door to the moral and intellectual satisfactions that only liberty allows.,HW Bush
,HW Bush
"We know what works: Freedom works. We know what's right: Freedom is right. We know how to secure a more just and prosperous life for man on Earth: through free markets, free speech, free elections, and the exercise of free will unhampered by the state.",HW Bush
,HW Bush
"For the first time in this century, for the first time in perhaps all history, man does not have to invent a system by which to live. We don't have to talk late into the night about which form of government is better. We don't have to wrest justice from the kings. We only have to summon it from within ourselves. We must act on what we know. I take as my guide the hope of a saint: In crucial things, unity; in important things, diversity; in all things, generosity.",HW Bush
,HW Bush
"America today is a proud, free nation, decent and civil, a place we cannot help but love. We know in our hearts, not loudly and proudly, but as a simple fact, that this country has meaning beyond what we see, and that our strength is a force for good. But have we changed as a nation even in our time? Are we enthralled with material things, less appreciative of the nobility of work and sacrifice?",HW Bush
,HW Bush
"My friends, we are not the sum of our possessions. They are not the measure of our lives. In our hearts we know what matters. We cannot hope only to leave our children a bigger car, a bigger bank account. We must hope to give them a sense of what it means to be a loyal friend, a loving parent, a citizen who leaves his home, his neighborhood and town better than he found it. What do we want the men and women who work with us to say when we are no longer there? That we were more driven to succeed than anyone around us? Or that we stopped to ask if a sick child had gotten better, and stayed a moment there to trade a word of friendship?",HW Bush
,HW Bush
"No President, no government, can teach us to remember what is best in what we are. But if the man you have chosen to lead this government can help make a difference; if he can celebrate the quieter, deeper successes that are made not of gold and silk, but of better hearts and finer souls; if he can do these things, then he must.",HW Bush
,HW Bush
"America is never wholly herself unless she is engaged in high moral principle. We as a people have such a purpose today. It is to make kinder the face of the Nation and gentler the face of the world. My friends, we have work to do. There are the homeless, lost and roaming. There are the children who have nothing, no love, no normalcy. There are those who cannot free themselves of enslavement to whatever addiction--drugs, welfare, the demoralization that rules the slums. There is crime to be conquered, the rough crime of the streets. There are young women to be helped who are about to become mothers of children they can't care for and might not love. They need our care, our guidance, and our education, though we bless them for choosing life.",HW Bush
,HW Bush
"The old solution, the old way, was to think that public money alone could end these problems. But we have learned that is not so. And in any case, our funds are low. We have a deficit to bring down. We have more will than wallet; but will is what we need. We will make the hard choices, looking at what we have and perhaps allocating it differently, making our decisions based on honest need and prudent safety. And then we will do the wisest thing of all: We will turn to the only resource we have that in times of need always grows--the goodness and the courage of the American people.",HW Bush
,HW Bush
"I am speaking of a new engagement in the lives of others, a new activism, hands-on and involved, that gets the job done. We must bring in the generations, harnessing the unused talent of the elderly and the unfocused energy of the young. For not only leadership is passed from generation to generation, but so is stewardship. And the generation born after the Second World War has come of age.",HW Bush
,HW Bush
"I have spoken of a thousand points of light, of all the community organizations that are spread like stars throughout the Nation, doing good. We will work hand in hand, encouraging, sometimes leading, sometimes being led, rewarding. We will work on this in the White House, in the Cabinet agencies. I will go to the people and the programs that are the brighter points of light, and I will ask every member of my government to become involved. The old ideas are new again because they are not old, they are timeless: duty, sacrifice, commitment, and a patriotism that finds its expression in taking part and pitching in.",HW Bush
,HW Bush
"We need a new engagement, too, between the Executive and the Congress. The challenges before us will be thrashed out with the House and the Senate. We must bring the Federal budget into balance. And we must ensure that America stands before the world united, strong, at peace, and fiscally sound. But, of course, things may be difficult. We need compromise; we have had dissension. We need harmony; we have had a chorus of discordant voices.",HW Bush
,HW Bush
